psechoice,hscath,hsrural,grades,faminc,famsiz,parsome,parcoll,female,asian,hispan,black,grants,loans
3,1,0,3.970000029,42.5,6,0,1,1,0,0,0,0,1
2,1,0,6.820000172,62.5,4,0,1,1,0,0,0,0,0
2,1,0,6.820000172,62.5,4,0,1,1,0,0,0,1,1
3,1,0,6.659999847,62.5,5,0,1,0,0,0,0,0,0
3,1,0,4.03000021,62.5,5,1,0,0,0,0,0,0,0
3,1,0,5.320000172,42.5,5,1,0,0,0,0,0,1,0
1,1,0,8.93999958,87.5,4,0,1,1,0,0,1,0,0
3,0,0,7.760000229,42.5,4,1,0,0,0,0,1,0,1
3,0,0,7.760000229,42.5,4,1,0,0,0,0,1,1,0
1,0,0,5.5,30,4,0,0,1,0,0,0,0,0
1,1,0,10.18999958,62.5,6,0,0,1,0,0,0,0,0
2,1,0,9.56000042,62.5,6,1,0,1,0,0,0,0,0
1,0,0,5.449999809,12.5,5,1,0,0,0,1,0,0,0
3,0,0,6.510000229,150,4,0,1,1,0,0,0,0,0
3,0,0,7.019999981,150,4,0,1,0,0,0,0,0,0
1,0,0,9.640000343,87.5,6,1,0,1,0,0,0,0,0
3,1,0,6.269999981,42.5,4,1,0,1,0,0,0,0,0
3,1,0,6.269999981,42.5,4,1,0,1,0,0,0,0,0
3,1,0,8.369999886,87.5,3,0,1,0,0,0,0,0,0
3,0,0,3.839999914,150,4,0,1,1,0,0,0,1,0
3,0,0,7.760000229,62.5,3,0,1,1,0,0,0,0,0
3,0,0,7.760000229,62.5,3,0,1,1,0,0,0,0,0
3,1,0,4.670000076,87.5,6,0,1,0,1,0,0,1,0
3,1,0,4.179999828,87.5,6,0,1,0,0,0,0,0,0
3,1,0,4.179999828,87.5,6,0,1,0,0,0,0,0,0
3,1,0,2.25,87.5,5,1,0,0,0,0,0,1,0
3,1,0,4.309999943,62.5,5,0,1,0,0,0,0,1,0
2,1,0,8.130000114,87.5,5,0,1,0,0,0,0,0,0
3,1,0,7.170000076,42.5,4,0,1,0,0,0,0,0,0
3,1,0,7.46999979,62.5,5,1,0,0,0,0,0,0,0
1,1,0,5.820000172,62.5,4,1,0,0,0,0,0,0,0
3,1,0,3.559999943,150,5,0,1,0,0,0,0,0,0
3,1,0,3.559999943,150,5,0,1,0,0,0,0,0,0
3,1,0,3.559999943,150,5,0,1,0,0,0,0,0,0
3,1,0,7.429999828,42.5,3,1,0,0,0,0,0,0,0
3,1,0,7.429999828,42.5,3,1,0,0,0,0,0,0,0
3,1,0,3.970000029,42.5,4,1,0,0,0,0,0,0,0
3,1,0,6.25,42.5,4,1,0,0,0,0,0,0,0
2,1,0,9,42.5,5,0,0,0,0,0,0,0,0
1,1,0,7.25,30,5,1,0,0,0,0,0,0,0
2,1,0,8.569999695,62.5,4,1,0,1,0,0,0,0,0
1,1,0,7.789999962,62.5,3,1,0,1,0,0,0,0,0
3,1,0,6.829999924,62.5,3,1,0,0,0,0,0,1,1
3,1,0,3.670000076,87.5,5,0,1,0,0,0,0,0,0
3,1,0,4.579999924,22.5,1,1,0,0,0,0,0,1,0
3,1,0,6.090000153,62.5,6,0,1,1,0,0,0,1,0
3,1,0,6.090000153,62.5,6,0,1,1,0,0,0,1,0
1,1,0,4.460000038,22.5,4,1,0,0,0,0,0,0,0
3,1,0,3.539999962,42.5,4,0,1,1,0,0,0,1,0
3,1,0,3.539999962,42.5,4,0,1,1,0,0,0,1,0
3,1,0,7.420000076,42.5,3,0,0,0,0,0,0,0,0
2,1,0,6.900000095,62.5,4,1,0,0,1,0,0,0,0
3,1,0,4.769999981,150,5,0,1,1,0,0,0,1,0
1,0,0,5.730000019,62.5,4,0,1,1,0,0,0,0,0
3,0,0,5.5,42.5,6,0,1,1,0,0,0,1,0
3,0,0,5.5,42.5,6,0,1,1,0,0,0,0,0
3,0,0,5.670000076,42.5,4,1,0,1,0,0,0,0,0
3,0,0,4.929999828,62.5,4,0,1,1,0,0,0,0,0
1,0,0,9.079999924,8.75,2,1,0,1,0,0,0,0,0
3,0,0,5.170000076,22.5,7,1,0,1,0,0,0,1,1
3,1,0,4.25,62.5,5,0,1,1,0,0,0,0,0
3,0,0,9.890000343,42.5,5,1,0,1,0,1,0,1,0
2,1,0,7.130000114,42.5,5,0,0,1,0,0,0,0,0
3,1,0,3.519999981,30,2,0,1,1,0,0,0,0,0
3,1,0,3.519999981,30,2,0,1,1,0,0,0,0,0
3,1,0,3.809999943,62.5,6,0,1,1,0,0,0,1,0
3,1,0,4.800000191,30,3,1,0,1,0,0,0,1,1
3,1,0,6.599999905,30,2,1,0,1,0,0,0,0,0
3,1,0,6.710000038,62.5,6,1,0,1,0,1,0,0,0
3,1,0,6.710000038,62.5,6,1,0,1,0,1,0,0,0
3,1,0,4.699999809,42.5,5,1,0,1,0,0,0,1,1
3,1,0,8.630000114,150,4,0,1,1,1,0,0,1,0
3,1,0,8.630000114,150,4,0,1,1,1,0,0,0,0
1,1,0,7.710000038,42.5,4,1,0,0,0,1,0,0,0
2,0,0,10.34000015,62.5,4,1,0,0,0,1,0,0,0
3,1,0,3.809999943,87.5,4,0,0,0,0,0,0,0,0
3,0,0,6.849999905,17.5,4,1,0,0,0,1,0,1,0
2,0,0,9.75,30,2,1,0,1,0,1,0,0,0
2,1,0,7.199999809,30,5,1,0,0,0,0,0,0,0
1,0,0,10.14999962,17.5,5,1,0,0,0,1,0,0,0
3,0,0,6.769999981,150,4,0,1,0,0,0,0,0,0
2,0,0,6.119999886,150,6,0,1,1,0,0,0,1,0
2,0,0,6.119999886,150,6,0,1,1,0,0,0,1,0
3,0,0,3.329999924,87.5,4,0,1,1,0,0,0,0,0
3,0,0,3.730000019,150,3,0,1,1,0,0,0,0,0
3,0,0,3.730000019,150,3,0,1,1,0,0,0,0,0
2,0,0,10.22999954,62.5,3,1,0,0,0,1,0,0,0
2,0,0,10.22999954,62.5,3,1,0,0,0,1,0,0,0
3,0,0,4.75,150,4,0,1,0,0,0,0,0,0
3,0,0,4.75,150,4,0,1,0,0,0,0,0,0
3,1,0,6.630000114,42.5,2,0,1,1,0,0,0,0,0
3,1,0,6.920000076,150,4,1,0,1,0,0,0,0,0
2,0,0,6.960000038,87.5,3,0,1,1,0,0,0,0,1
2,0,0,6.960000038,87.5,3,0,1,1,0,0,0,0,0
1,0,1,11.35999966,22.5,9,1,0,1,0,0,1,0,0
3,0,0,6.429999828,30,2,1,0,1,0,0,0,1,1
3,0,0,4.960000038,250,3,0,1,0,0,0,0,0,0
3,0,0,7.309999943,87.5,5,0,1,0,0,0,0,1,1
1,0,0,7.260000229,30,5,0,1,0,1,0,0,0,0
3,0,0,7.599999905,87.5,3,0,1,1,0,0,0,0,0
3,0,0,7.599999905,87.5,3,0,1,1,0,0,0,0,0
3,0,0,7.599999905,87.5,3,0,1,1,0,0,0,0,0
3,0,0,3.970000029,87.5,6,0,1,1,1,0,0,1,0
3,0,0,3.970000029,87.5,6,0,1,1,1,0,0,0,0
3,0,0,4.920000076,42.5,4,0,1,0,0,0,0,0,0
3,1,0,2.599999905,150,3,0,1,0,1,0,0,0,0
3,1,0,6.170000076,87.5,7,0,1,0,0,0,0,1,0
2,1,0,3.069999933,87.5,5,0,1,0,0,0,0,0,0
3,1,0,2.630000114,62.5,6,0,1,1,0,0,0,1,0
3,1,0,5.739999771,42.5,4,0,1,0,0,1,0,0,0
3,1,0,5.730000019,87.5,3,0,1,1,0,0,0,0,0
3,1,0,6.170000076,87.5,4,0,1,1,0,1,0,0,0
2,1,0,2.779999971,62.5,3,1,0,0,0,0,0,0,0
3,1,0,3.430000067,87.5,4,0,1,0,0,0,0,0,0
3,1,0,5.429999828,150,5,0,1,1,0,0,0,0,0
3,1,0,2.319999933,30,5,0,1,0,1,0,0,1,0
3,1,0,3.029999971,87.5,6,0,1,1,0,0,0,1,1
3,1,0,4.019999981,150,3,0,1,0,0,0,0,0,0
3,1,0,4.829999924,150,4,0,1,1,0,0,0,0,0
3,0,0,6.150000095,250,4,0,1,1,0,0,0,0,0
3,0,0,6.150000095,250,4,0,1,1,0,0,0,0,0
3,1,0,3.609999895,62.5,3,0,1,0,0,0,0,1,1
3,1,0,4.949999809,42.5,1,0,1,0,0,0,0,0,0
2,1,0,5.260000229,87.5,6,1,0,0,0,0,0,0,0
3,1,0,6.03000021,87.5,6,1,0,0,0,1,0,0,0
3,1,0,2.039999962,62.5,4,0,1,0,0,0,0,0,0
2,1,0,5.150000095,62.5,4,1,0,1,0,0,0,0,0
2,1,0,4.920000076,87.5,4,1,0,0,0,0,0,0,0
2,1,0,4.920000076,87.5,4,1,0,0,0,0,0,0,0
1,0,0,8.970000267,17.5,6,0,0,0,0,1,0,0,0
2,1,0,8.670000076,42.5,4,0,1,0,1,0,0,0,0
2,1,0,8.199999809,62.5,6,1,0,1,0,1,0,0,0
2,1,0,9.039999962,42.5,3,1,0,1,0,1,0,0,0
2,1,0,7.880000114,12.5,4,0,0,1,0,1,0,0,0
1,1,0,7.099999905,42.5,3,1,0,1,0,1,0,0,0
2,1,0,9.449999809,30,4,0,0,0,0,1,0,0,0
2,1,0,4.409999847,87.5,5,0,1,1,1,0,0,0,0
1,1,0,6.869999886,22.5,3,0,0,0,0,1,0,0,0
2,1,0,5.050000191,42.5,5,0,1,1,0,0,0,0,0
3,1,0,5.010000229,8.75,5,0,1,0,0,1,0,1,1
3,1,0,3.799999952,42.5,3,1,0,0,0,1,0,1,1
2,1,0,6.590000153,0,6,1,0,1,0,1,0,0,1
2,1,0,6.590000153,0,6,1,0,1,0,1,0,0,0
2,1,0,4.5,62.5,4,0,1,0,0,1,0,0,0
2,0,0,6.5,17.5,3,1,0,0,0,0,0,0,0
3,0,0,4.440000057,42.5,5,0,0,1,0,0,0,0,0
3,1,0,4.53000021,42.5,3,1,0,0,0,0,0,0,0
2,1,0,5.079999924,150,5,0,1,1,0,0,0,0,0
3,0,0,5.039999962,150,6,0,1,1,0,0,0,1,0
3,1,0,3.470000029,87.5,3,1,0,0,0,1,0,0,0
3,1,0,4.53000021,87.5,3,0,1,0,0,0,0,0,0
2,0,0,8.649999619,62.5,4,1,0,0,0,0,1,0,0
3,0,0,3.380000114,87.5,4,0,1,1,0,0,0,1,0
3,1,0,3.309999943,62.5,2,0,1,1,0,0,0,1,1
2,1,0,4.630000114,87.5,3,0,0,0,0,0,0,0,0
2,1,0,4.630000114,87.5,3,0,0,0,0,0,0,0,1
2,1,0,5.659999847,150,4,1,0,0,0,0,0,0,0
2,1,0,5.659999847,150,4,1,0,0,0,0,0,0,0
3,1,0,5,62.5,5,0,1,0,0,0,0,0,0
3,1,0,2.930000067,8.75,4,1,0,0,0,0,0,1,0
3,1,0,4.360000134,62.5,5,0,1,0,1,0,0,0,0
3,1,0,3.410000086,150,4,0,1,0,0,0,0,1,1
3,1,0,2.470000029,30,3,1,0,0,0,1,0,1,0
3,1,0,4.929999828,62.5,5,0,1,0,0,1,0,1,1
2,1,0,5.380000114,42.5,3,0,1,0,0,0,0,0,0
3,1,0,5.380000114,87.5,4,1,0,0,0,0,0,1,0
2,1,0,4.170000076,42.5,5,0,0,1,1,0,0,0,0
3,1,0,2.109999895,22.5,5,0,1,1,1,0,0,1,0
3,1,0,3.569999933,150,4,0,1,1,1,0,0,1,0
3,1,0,4.199999809,42.5,3,0,1,1,0,0,0,1,1
3,1,0,4.880000114,22.5,4,1,0,1,1,0,0,1,0
3,1,0,6.829999924,42.5,5,1,0,1,0,1,0,1,1
3,1,0,5.170000076,42.5,5,1,0,1,0,1,0,1,1
2,0,0,9.890000343,150,3,1,0,1,0,1,0,0,0
3,0,0,4.440000057,150,4,0,1,0,0,0,1,1,1
3,0,0,4.440000057,150,4,0,1,0,0,0,1,0,0
2,0,0,9.649999619,30,3,0,1,0,0,0,1,0,0
3,0,0,6.630000114,22.5,4,1,0,1,0,0,0,1,1
1,0,0,7.670000076,12.5,4,0,0,1,0,0,0,0,0
3,0,0,7.690000057,22.5,4,1,0,1,0,0,1,1,1
1,0,1,7.579999924,42.5,8,1,0,0,0,0,0,0,0
2,0,1,9.390000343,42.5,4,0,0,0,0,0,0,1,0
3,0,1,4.070000172,62.5,5,0,1,1,0,0,0,1,0
2,0,1,6.829999924,12.5,3,1,0,1,0,0,0,1,0
3,0,1,5.75,42.5,4,0,1,0,0,0,0,0,0
2,0,1,9.890000343,42.5,4,1,0,0,0,0,0,0,0
2,0,1,6.670000076,17.5,4,1,0,0,0,0,0,1,0
2,0,1,5.71999979,62.5,3,1,0,0,0,0,0,0,0
2,0,1,6.230000019,22.5,3,1,0,1,0,0,0,1,0
2,0,1,8.970000267,22.5,2,0,1,0,0,0,0,0,0
2,0,1,8.449999809,42.5,7,0,0,1,0,0,0,0,0
3,0,1,2.630000114,17.5,4,1,0,1,0,0,1,1,0
2,0,1,5.510000229,22.5,3,1,0,1,0,0,0,0,0
3,0,1,4.21999979,30,4,0,1,0,0,0,0,1,1
3,0,1,4.21999979,30,4,0,1,0,0,0,0,0,0
3,0,1,9.109999657,12.5,6,1,0,0,0,0,1,0,0
3,0,1,7.099999905,30,5,0,1,0,0,1,0,1,0
3,0,1,7.099999905,30,5,0,1,0,0,1,0,0,0
3,0,0,2.180000067,42.5,5,0,1,1,0,0,1,1,0
2,0,0,5.889999866,22.5,3,0,1,1,0,0,0,0,0
3,0,0,4.71999979,8.75,5,1,0,1,0,0,1,1,1
1,0,0,8.829999924,62.5,1,0,1,1,0,0,0,0,0
3,0,1,6.300000191,62.5,3,1,0,0,0,0,0,0,0
2,0,1,9.130000114,22.5,2,1,0,1,0,0,0,0,0
1,0,1,8.220000267,22.5,3,0,0,0,0,0,0,0,0
1,0,1,6.289999962,17.5,4,1,0,1,0,0,1,0,0
1,0,1,9.56000042,12.5,4,0,0,1,0,0,1,0,0
3,0,1,4.25,87.5,5,0,1,1,0,0,0,0,0
1,0,1,9.359999657,62.5,6,1,0,0,0,0,1,0,0
2,0,1,7.170000076,42.5,4,1,0,1,0,0,0,0,0
3,0,1,4.110000134,8.75,4,0,0,1,0,0,1,1,0
3,0,1,4.110000134,8.75,4,0,0,1,0,0,1,1,1
3,0,1,3.440000057,62.5,3,1,0,1,0,0,0,1,1
1,0,1,9.149999619,6.25,7,0,0,0,0,0,1,0,0
2,0,1,8.420000076,42.5,6,0,0,1,0,0,0,0,0
1,0,1,6.239999771,0.5,6,0,0,1,0,0,1,0,0
1,0,1,5.28000021,30,5,1,0,0,0,0,0,0,0
1,0,1,6.110000134,22.5,3,0,0,0,0,0,0,0,0
3,0,1,7.079999924,22.5,6,1,0,1,0,0,1,1,1
3,0,1,2.440000057,42.5,4,0,1,0,0,0,0,1,1
3,0,1,3.359999895,42.5,4,0,0,0,0,0,0,1,0
1,0,1,9.779999733,30,3,1,0,0,0,0,1,0,0
2,0,1,9.56000042,42.5,3,0,0,0,0,0,1,0,0
1,0,1,11.47000027,42.5,5,0,1,0,0,0,0,0,0
1,0,1,8.890000343,6.25,10,0,0,1,0,0,1,0,0
1,0,1,8.359999657,8.75,4,0,0,0,0,0,1,0,0
1,0,1,7.610000134,30,3,0,0,0,0,0,0,0,0
2,0,1,7.170000076,6.25,4,0,0,1,0,0,1,1,0
3,0,0,8,62.5,6,1,0,1,0,0,0,0,0
3,0,0,8,62.5,6,1,0,1,0,0,0,0,0
3,0,0,2.130000114,62.5,4,0,1,1,0,0,0,1,1
3,0,0,3.769999981,42.5,6,0,1,0,1,0,0,1,0
2,0,0,8.130000114,30,5,0,1,0,0,0,0,0,0
3,0,0,3.819999933,62.5,5,0,1,1,0,0,0,0,0
2,0,0,10.27999973,30,6,1,0,0,0,0,0,1,0
3,0,0,5.699999809,30,5,1,0,0,0,0,0,1,0
3,0,0,2.839999914,30,4,1,0,1,0,0,0,1,0
3,0,0,2,22.5,4,1,0,1,0,0,0,1,0
3,0,0,6.28000021,30,4,0,0,1,0,0,0,1,1
3,0,0,6.110000134,17.5,5,1,0,0,0,0,0,1,0
1,0,0,8.510000229,42.5,6,0,1,0,0,0,0,0,0
3,0,0,3.339999914,42.5,5,0,1,1,0,0,0,0,0
3,0,0,3.339999914,42.5,5,0,1,1,0,0,0,0,0
1,0,0,5.400000095,22.5,4,0,0,1,0,0,0,0,0
3,0,0,8.079999924,62.5,4,0,1,0,0,0,0,0,0
1,0,0,5.210000038,12.5,4,1,0,0,0,0,0,0,0
2,0,0,4.789999962,42.5,5,1,0,1,0,0,1,0,0
2,0,0,6,30,4,0,0,1,0,0,0,0,0
2,0,0,9.590000153,22.5,4,1,0,0,0,0,0,1,0
3,0,0,7.539999962,62.5,4,1,0,0,0,0,0,1,0
3,0,0,4.320000172,62.5,5,0,1,1,0,0,0,1,1
3,0,0,7.059999943,42.5,3,1,0,0,0,0,1,0,0
3,0,1,7.03000021,17.5,3,1,0,1,0,0,1,1,0
3,0,1,7.179999828,12.5,3,0,1,1,0,0,1,1,1
1,0,1,8.68999958,17.5,3,0,0,0,0,0,1,0,0
3,0,1,7.829999924,62.5,3,1,0,1,0,0,0,0,1
1,0,1,7.610000134,4,9,0,0,1,0,0,1,0,0
1,0,1,7.920000076,12.5,7,0,0,1,0,0,0,0,0
3,0,1,8.970000267,62.5,5,1,0,1,0,0,1,0,1
1,0,0,7.090000153,12.5,5,1,0,1,0,0,1,0,0
3,0,0,9.729999542,42.5,4,1,0,0,0,0,0,1,1
3,0,0,9.159999847,42.5,4,1,0,0,0,0,0,0,0
3,0,0,9.159999847,42.5,4,1,0,0,0,0,0,0,0
3,0,0,6,42.5,5,0,1,1,0,0,0,0,0
2,0,0,8.890000343,62.5,5,0,1,1,0,0,0,0,0
2,0,0,8.890000343,62.5,5,0,1,1,0,0,0,0,0
3,0,0,2.25,22.5,6,1,0,1,0,0,0,1,0
2,0,0,7.329999924,22.5,5,0,0,0,0,0,0,0,0
1,0,0,10.60999966,30,4,1,0,1,0,0,0,0,0
1,0,0,8.380000114,42.5,4,0,1,1,0,0,0,0,0
3,0,0,4.829999924,62.5,5,1,0,1,0,0,0,1,0
2,0,0,6.25,42.5,5,1,0,0,0,0,0,0,0
2,0,0,6.53000021,42.5,4,1,0,1,0,0,0,0,0
1,0,0,7.75,42.5,7,1,0,0,0,0,0,0,0
2,0,0,6.380000114,30,3,1,0,1,0,0,0,1,0
3,0,0,7.5,42.5,4,0,0,1,0,0,0,1,1
2,0,0,7.539999962,6.25,4,0,0,0,0,0,0,0,0
1,0,0,6.699999809,30,3,0,1,1,0,0,0,0,0
2,0,0,9.920000076,87.5,4,1,0,1,0,0,0,0,0
1,0,0,7.170000076,30,6,1,0,1,0,0,0,0,0
1,0,0,8.859999657,42.5,3,1,0,0,0,0,0,0,0
2,0,0,8.149999619,42.5,4,0,1,0,0,0,0,0,0
1,0,0,8.789999962,22.5,6,0,0,0,0,0,0,0,0
1,0,0,4.670000076,17.5,4,1,0,1,0,0,0,0,0
3,0,0,6.949999809,62.5,3,0,0,0,0,0,0,0,0
3,0,0,7.25,87.5,4,1,0,0,0,0,0,0,0
3,0,0,7.25,87.5,4,1,0,0,0,0,0,0,1
3,0,0,5.420000076,22.5,3,0,0,1,0,0,1,1,1
1,0,0,9.909999847,30,3,1,0,0,0,0,0,0,0
3,0,0,7.889999866,42.5,2,0,1,1,0,0,0,0,0
2,0,0,5.369999886,42.5,5,0,1,0,0,0,0,1,0
1,0,0,8.329999924,8.75,4,1,0,0,0,0,1,0,0
2,0,0,9.789999962,42.5,3,1,0,1,0,0,0,0,0
2,0,0,8.859999657,42.5,4,0,1,0,0,0,0,0,0
1,0,0,8.859999657,12.5,5,1,0,0,0,0,1,0,0
1,0,0,9.829999924,12.5,3,0,0,1,0,0,0,0,0
1,0,0,8.789999962,42.5,5,0,0,1,0,0,0,0,0
3,0,0,3.890000105,62.5,4,1,0,1,0,0,1,1,1
2,0,0,8.5,62.5,3,1,0,0,0,0,0,0,0
2,0,0,8.5,62.5,3,1,0,0,0,0,0,0,0
3,0,0,3.5,6.25,5,0,1,1,1,0,0,1,0
3,0,0,6.420000076,42.5,4,0,0,0,1,0,0,0,0
3,0,0,6.420000076,42.5,4,0,0,0,1,0,0,0,0
3,0,0,6.25,30,5,0,0,1,0,0,0,1,1
3,0,0,6.25,30,5,0,0,1,0,0,0,1,0
1,0,0,9.300000191,8.75,3,0,0,0,0,0,1,0,0
1,0,0,6.75,22.5,4,0,0,1,0,0,1,0,0
1,0,0,9.180000305,22.5,3,0,0,0,0,0,0,0,0
2,0,0,10.97000027,22.5,6,0,0,1,0,0,1,1,0
1,0,0,10.60000038,6.25,5,1,0,1,0,0,1,0,0
1,0,0,8.539999962,22.5,2,1,0,0,0,0,1,0,0
3,0,0,8.779999733,12.5,4,1,0,0,0,0,1,1,1
2,0,0,10.5,22.5,10,1,0,1,0,0,1,1,0
3,0,0,5.800000191,62.5,5,1,0,1,0,0,0,0,0
3,0,0,5.800000191,62.5,5,1,0,1,0,0,0,0,0
1,0,0,7.309999943,42.5,6,1,0,0,0,0,0,0,0
3,0,0,5.75,62.5,4,1,0,1,0,0,0,0,0
1,0,0,8.140000343,62.5,3,0,1,0,0,0,0,0,0
3,0,0,10.94999981,62.5,4,0,0,0,0,0,0,0,0
3,0,0,7.769999981,30,4,1,0,0,0,0,0,1,1
3,0,0,9.569999695,150,3,1,0,0,0,0,0,0,0
3,0,0,7.159999847,87.5,6,0,1,0,0,0,0,0,0
3,0,0,8.670000076,87.5,3,1,0,1,0,0,0,0,0
3,0,0,9.390000343,150,5,0,1,1,0,0,0,0,0
2,0,0,7.25,150,3,0,1,0,0,0,0,0,0
2,0,0,7.25,150,3,0,1,0,0,0,0,0,0
3,0,0,8.970000267,250,3,0,1,0,0,0,0,0,0
3,0,0,6.010000229,62.5,3,0,1,1,0,0,0,0,0
3,0,0,6.130000114,42.5,6,0,1,1,0,0,0,1,0
3,0,0,8.470000267,87.5,4,0,1,0,0,0,1,1,0
3,0,0,7.460000038,87.5,5,0,1,0,0,0,0,0,0
3,0,0,8.109999657,150,3,0,1,1,0,0,0,1,0
3,0,0,5.179999828,87.5,5,1,0,1,0,0,0,1,1
3,0,0,4.130000114,62.5,3,0,1,1,0,0,1,0,0
3,0,0,7.349999905,22.5,4,1,0,1,0,0,1,1,1
3,0,0,6.269999981,30,5,1,0,1,1,0,0,1,1
3,0,0,5.869999886,87.5,4,0,1,1,0,0,0,0,0
1,0,0,3.519999981,12.5,3,0,1,0,1,0,0,0,0
1,0,0,4.630000114,62.5,8,0,0,1,0,0,1,0,0
2,0,0,7.039999962,42.5,4,0,1,0,1,0,0,0,0
2,0,0,10.97000027,42.5,5,1,0,1,0,0,1,0,0
2,0,0,10.97000027,42.5,5,1,0,1,0,0,1,0,0
1,0,0,11.13000011,30,5,1,0,0,0,0,1,0,0
1,0,0,9.010000229,42.5,4,1,0,0,0,0,0,0,0
2,0,0,8.420000076,42.5,3,0,1,1,1,0,0,0,0
2,0,0,8.420000076,42.5,3,0,1,1,1,0,0,0,0
1,0,0,10.43000031,30,4,0,0,0,0,0,1,0,0
1,0,0,6.900000095,17.5,5,1,0,1,1,0,0,0,0
2,0,0,9.829999924,62.5,6,1,0,1,0,0,0,0,0
3,0,0,6.829999924,62.5,3,0,1,0,0,0,0,0,0
3,0,0,9.229999542,42.5,7,0,1,0,0,0,1,1,0
1,0,0,9.430000305,6.25,3,1,0,0,0,0,1,0,0
1,0,1,7.960000038,42.5,3,1,0,0,0,0,0,0,0
2,0,1,8.960000038,17.5,5,1,0,0,0,0,0,0,0
2,0,1,9.220000267,42.5,5,0,1,0,0,0,0,0,0
3,0,1,3.769999981,150,3,0,1,1,0,0,0,0,0
3,0,1,3.769999981,150,3,0,1,1,0,0,0,0,0
2,0,1,8.25,22.5,3,1,0,0,0,0,0,1,0
2,0,1,8.43999958,62.5,3,0,1,0,0,0,0,0,0
3,0,0,6.699999809,6.25,2,1,0,1,0,0,1,1,1
3,0,0,7.329999924,30,4,0,0,1,0,0,1,1,1
3,0,0,7.329999924,30,4,0,0,1,0,0,1,0,0
1,0,0,7,42.5,6,0,0,0,0,0,1,0,0
2,0,0,8.390000343,42.5,4,0,1,0,0,1,0,0,0
1,0,0,8.25,30,5,1,0,0,0,0,1,0,0
1,0,1,6.579999924,42.5,4,1,0,0,0,0,0,0,0
3,0,1,5.869999886,22.5,6,1,0,1,0,0,0,1,1
2,0,1,5.21999979,42.5,3,0,1,0,0,0,0,0,0
3,0,1,2.150000095,62.5,5,0,1,1,0,0,0,0,0
3,0,1,6.170000076,87.5,6,0,1,0,0,0,0,1,0
3,0,1,6.170000076,87.5,6,0,1,0,0,0,0,1,0
3,0,1,3.329999924,12.5,2,0,0,0,1,0,0,1,0
2,0,1,9.390000343,8.75,1,1,0,1,0,0,0,1,0
1,0,1,9.329999924,30,4,1,0,0,0,0,1,0,0
3,0,1,6.190000057,87.5,3,0,1,0,0,0,0,0,0
1,0,1,6.539999962,6.25,7,0,0,1,0,0,0,0,0
3,0,1,6.21999979,22.5,3,1,0,0,0,0,0,0,0
3,0,0,2,12.5,5,1,0,0,1,0,0,1,0
3,0,0,11.52000046,62.5,3,1,0,0,0,0,0,0,0
3,0,0,11.52000046,62.5,3,1,0,0,0,0,0,0,0
2,0,0,8.960000038,62.5,3,1,0,1,0,0,0,0,0
3,0,0,5.170000076,42.5,6,0,0,1,0,0,0,0,0
3,0,0,5.170000076,42.5,6,0,0,1,0,0,0,0,0
3,0,0,5.670000076,30,4,1,0,1,1,0,0,1,1
1,0,0,8.380000114,30,3,0,0,0,0,0,0,0,0
3,0,0,7.829999924,42.5,3,0,1,0,0,0,1,1,0
3,0,0,7.829999924,42.5,3,0,1,0,0,0,1,0,0
1,0,0,8.520000458,42.5,4,0,1,0,1,0,0,0,0
1,0,0,5.960000038,30,5,1,0,1,0,1,0,0,0
1,0,0,5.329999924,30,6,1,0,1,0,0,0,0,0
3,0,0,4.039999962,62.5,4,0,1,1,0,0,1,1,0
3,1,0,5.079999924,87.5,6,0,1,0,1,0,0,0,1
3,0,0,7.440000057,150,4,1,0,1,0,0,1,0,0
3,0,0,4.139999866,62.5,3,1,0,0,0,0,1,1,0
3,0,0,5.690000057,87.5,3,0,1,1,0,0,1,1,0
1,0,0,10.34000015,42.5,3,0,1,0,0,0,0,0,0
3,0,0,5.409999847,22.5,4,0,0,0,0,0,0,1,1
3,0,0,5.409999847,22.5,4,0,0,0,0,0,0,0,0
1,0,0,8.569999695,42.5,3,1,0,0,0,0,0,0,0
3,0,0,4.550000191,17.5,7,1,0,0,1,0,0,1,0
3,0,0,3.579999924,17.5,2,1,0,0,0,0,0,1,1
2,0,0,8.350000381,17.5,3,1,0,0,1,0,0,1,0
3,0,0,6.039999962,17.5,3,1,0,0,0,1,0,1,0
3,0,0,6.960000038,62.5,3,1,0,0,0,0,0,1,0
2,0,0,9.180000305,8.75,5,0,0,0,0,1,0,0,0
2,0,0,5.690000057,30,4,1,0,1,0,0,0,1,1
2,0,0,9.699999809,42.5,7,1,0,0,0,1,0,0,0
2,0,0,7.760000229,42.5,5,1,0,1,0,0,0,1,0
2,0,0,5.909999847,62.5,4,1,0,1,0,0,0,1,0
2,0,0,5.909999847,62.5,4,1,0,1,0,0,0,1,0
3,0,0,7.25,22.5,8,1,0,0,0,1,0,1,1
3,0,0,7.25,22.5,8,1,0,0,0,1,0,1,0
3,0,0,5.079999924,87.5,5,1,0,0,0,0,0,1,0
3,0,0,5.079999924,87.5,5,1,0,0,0,0,0,0,0
3,0,0,7.579999924,22.5,4,1,0,0,0,0,1,1,1
1,0,0,9.800000191,30,5,1,0,1,0,0,1,0,0
1,0,0,7.130000114,22.5,5,0,0,1,0,0,0,0,0
2,0,0,9.210000038,62.5,4,0,1,0,0,0,0,0,0
